Comment	sentiment
Timles fokus saja mengembangkan ekonomi &amp; SDM nya.. jangan banyak gaya dulu lah.. moga2 pemerintah Timles concern hal ini	
Alhamdulillah kalian sudah bukan bagian dr indonesia.	
Matamu picek, Indonesia ga pernah menjajah negaramu, pikiran mu sesat jalan hidupmu sesat juga... Justru kami bersyukur kalian lepas dari Indonesia, ibarat anak, anak ndugal culno wae	
Mereka kritik kita saat kita keras sama LGBT...padahal tindakan LGBT binatang aja GK mau LGBT ...tapi sayang manusia yang diberi akal malah melakukannya....tunggu aja azab Tuhan seperti musnahnya bangsa sodom...maka lebih keras siapa...	
Bukan nya di sediakan wdah atau tempat pengobatan malah di biar kan.. gua yakin nanti kedepannya cwe di Timor Leste bakal  perawan tua wkwk kaya apa mau pacaran di rebut bencong semua	
MENURUT AKU INI SETAN YANG BERUJUD MANUSIA. DAN MEREKA SAMPAH. TEMPAT SAMPAH TERBAIK ADALAH DI BAKAR....MEREKA BUKAN MANUSIA TAPI SEKELOMPOK IBLIS YANG MENJIJIKKAN...	
Terasa sedih😢😢 melihat hal ini,,, masih banyak yg perlu di pulihkan😘🙏🙏 salam hangat dari Yesus Kristus,,	
Knpa msh pke bhsa Indonesia<br>Knpa ga ciptain bahasa sndri <br>Boikot LGBT	
udah lah komen komen negatif nya di simpen di hati aja. klo gasuka ya gausah di liat ato di komentar. yg baca ada ga ada.	
INNALILAHI.....KOK SEKARANG TIMTIM JD KAYA GITU YA...???!!	
Lumayan tempat persembunyian untuk lucinta luna	
Untung udah lepas dari Indonesia, malu gua punya saudara LGBT layaknya setan🤢	
Hewan saja tidak ada yang suka sesama jenis, masa manusia berakal suka sesama jenis	
Saya bukan LGBTQ, tapi saya termarginalisasi oleh karena hal lain dari diri saya jadi saya bisa bersimpati terhadap mereka. Saya si cenderung setuju bahwa mereka sebaiknya diterima selayaknya manusia cis dan heteroseksual. Just because they&#39;re an LGBTQ doesn&#39;t mean that their work performance is worse than non-LGBTQ. Orang lain ga setuju ga masala si, asal engga memusuhi dan memarginalisasi orang tersebut hanya karena orientasi seksualnya.<br><br>inb4 orang reply ke gw dosa, azab, atau komen&quot; berbau agama lainny karena gw dukung normalisasi LGBTQ<br>just so you know, this comment comes from a person who doesn&#39;t believe in any religion, and believes that many of the stuff written in religion are outdated.	
Alasan mengapa INDONESIA tidak memperbolehkan Dan tidak akan memperbolehkan LGBT adalah karena INDONESIA berpegang kpada pancasila sejak awal berdiri hingga sekarang dimana Didalam pancasila Ada yg namanya ketuhanan yg maha esa yg artinya syarat untuk menjadi warga negara Indonesia percaya pada tuhan Dan mengikuti aturan Dan setahu saya diantara 5 agama yg Ada diindonesia tidak ada satupun agama yg memperbolehkan LGBT INDONESIA tidak memerangi LGBT Tpi mungkin iya anti LGBT Tpi bkn berarti smua LGBT diindonesia akan dibunuh mreka banyak bule2 LGBT diindonesia tpi mreka dilarang mempertontonkan prilaku mreka Dan dilarang mengajak Dan mengajarkan org lain untuk melakukan LGBT Dan jika ada org Indonesia yg menyukai sesama Jenis mreka diberi pilihan mengaku tidak punya agama Dan dicabut warga kenegaraannya atau mengikuti aturan yg Ada berjanji tidak melakukan lgi Dan menerima hukuman yg Ada walaupun kenyataanya hampir smua salon diindonesia mungkin adalah seorang LGBT Ya mungkin ini yg membuat org kadang2 berbuat anarkis skali lagi setiap negara memiliki peraturannya masing2 belum tentu suatu praturan yg baik disuatu negara akan baik dinegara lain Dan sekali lagi INDONESIA negara yg berdasarkan pancasila Dan berpegang teguh dalam agama skali lagi saya tidak memusuhi LGBT Tpi Ya seorang LGBT tidak pernah Dan tidak akan pernah menjadi warga negara Indonesia. How can you said you love God more than anything when you are ignoring his command	
Semoga Indonesia dijauhkan dari perilaku LGBT.	
LGBT ya? Jika sudah terkena HIV/aids, masyarakat menjauh jangan salahkan kami ya... Karena itu kesalahan kalian...	
Apa cuman gue yg salfok<br>Sama kathleen malay,,???loh kok mirip sm chelsea islan but kathleen is moreeee moree cool though 🤣	
&quot;Perjuangan memerdekakan negara memang penting, tetapi memerdekakan diri kita sendiri dan orang lain sebenarnya jauh lebih penting&quot;<br>Jangan merenggut kebebasan, menghakimi hak privasi orang lain. Anda pasti tidak akan terima bila hak-hak privasi anda diusik orang lain. Saya secara pribadi tidak setuju dengan LGBTQ, tetapi kita tetap menghargai mereka karena kita tidak punya hak atas mereka. mereka punya hak yang sama di muka bumi ini, soal penyimpangan yang dianggap buruk oleh budaya, agama dan norma biarlah itu menjadi urusan mereka dengan YANG MAHA KUASA. Karena meereka terlahir bukan atas apa yang mereka inginkan, mereka terlahir dengan faktor biologis yang kadang mereka sendiri pun tidak menginginkannya.	
06.00 ... Apaan tu maksudnya dijajah indo selma 24 thun. Kan loe sendiri timor leste yg minta bantuan supaya terlepas dri penjajahan portugal. Gue ngga terima klo indonesia dianggap telah pernah menjajah negara timor leste.	
Untung sudah bukan bagian dari Indonesia. Yah sepertinya Timor Leste gagal dalam menjaga moral warga negaranya kalau hubungan idiot seperti ini diteruskan	
Ternyata Timor Leste masih lebih dewasa dalam menghadapi perbedaan, dibanding Indonesia.👏👏	
Keliatan dr komen dsni ternyata bnyk kaum lgbtq ,,,	
apa cuma saya yg merasakan ada semacam propaganda dinegara ini LGBT harus dirangkul? okelah dirangkul tapi harus dikembalikan &quot;habitat&quot; aslinya, yang bicara hormati hak mereka dan jangan usik mereka saya rasa tahu dalam agama apapun LGBT dilarang keras. Bukan berarti saya mabuk agama, ingat azab Tuhan itu pedih dan nyata.	
Temour Listee mengulang sejarah sodom gomorah...	
tiap kali ngeliat ada video kayak begini di home udah siap2 batin gk mo baca komen2nya karena bikin sedih banget betapa terbutakannya orang2 indonesia akan hal2 ttg lgbt, orang masa majapahit/sriwijaya lebih terbuka dibanding kalian skrg	
Untung indonesia timor leste sudah pisah... Klo masih bersatu bisa2 d bom 😀😀😀😀	
Bukan saya benci dengan LGBT tapi Tuhan telah menciptakan manusia untuk saling berpasangan, setiap agama di dunia menganjurkan untuk melakukan upacara sakral yakni pernikahan, bertemunya laki-laki dan wanita, hingga tujuan untuk berumah tangga tercapai yakni untuk memiliki keturunan, mungkin dengan logika sederhananya adalah tetaplah anda menjadi seorang lelaki/perempuan hingga anda tahu bahwa anda harus memiliki keturunan, artinya apa artinya bahwa perempuan diciptakan untuk menampung seltelur laki-laki di dalam rahimnya, begitupun sebaliknya, oleh karena itu dengan adanya LGBT ini tehnik kedokteran semakin berkembang jauh dan bahkan mengalahkan pemikiran yg tidak mungkin jadi mungkin, tapi satu hal yg harus kalian tahu bahwa kita dilahirkan di dunia dengan keadaan yg sebenar2nya tanpa dibuat2 atau di lakukan rekayasa, bayangkan jika tehnik kedokteran tidak berkembang seperti ini, mana mungkin laki-laki menjadi perempuan dan sebaliknya, dan yg harus kalian ingat semakin banyak LGBT semakin rumit untuk tehnik kedoteran dilakukan, dan faktanya bahwa anda itu tidak bisa menghindari kodrat anda sebagai laki-laki ataupun perempuan	
Laki laki yg seperti perempuan atau perempuan yg seperti laki laki disebut transgander.<br>Namun apabila sudah merubah kelamin disebut transsexsual.<br><br>Indonesia bebas LGBT say no to LGBT	
Sejak kapan indonesia jajah timor leste	
Kurasa mereka cuman menodai pelangi🌈, padahal aku suka pelangi🌈, tapi kenapa mereka ubah pengertian pelangi🌈 jadi seperti ini&gt;:(	
Udh jelas perilakunya dilaknat Tuhan, masih aja dilakukan ,Dasar Manusia Aneh 😂	
Inilah pengaruh liberal dari negara barat	
Gw yakin kalo LGBT di legalkan. Generasi akan habis, ya gimana emang sesama jenis bakal ngasilin keturunan? PAKE LOGIKA	
Pembawa acaranya gayanya kece badai keren gue suka	
Bisa2 nya kalian berdoa sebelum melakukan pride ....ngakak	
Katanya 24 tahun di jajah indonesia? Dan kini katanya &quot;Dia merdeka&quot;<br>Tapi masih fasih ya bahasa indonesia nya kak da masih di gunakan ya kak....	
gw jadi ngeri ajgc	
MEMANG BEGITU NEGARA MAJU.BEBAS LGBT( gay,.lesby,biseksual,trangender)SEMOGA SEMAKIN JAYA.👍👏👏👏.	
jgn ngurusin dosa org urusin aja dosa masing masing	
Netizen +62 lu pade jangan terlalu menghakimi orang walau Timor leste mendukung LGBT lu kaga tau negara kita ini juga banyak LGBT nya namun mereka bersembunyi, untuk itu jangan sok bicarain hidup orang kalau hidup lu aja belum benar anjing	
Kasihan,generasi mudanya pasti hancur karena akhlaknya sudah rusak..bersyukur Indonesia pisah dg Timorese..	
Alasan Timor Leste kluar dr Indonesia krn LGBT tohh	
(OM MAU NGAPAIAN OM)Mungkin rakyat timor leste harus melihat kisah seorang THE LEGEND OF BURHAN	
Nggak usah ngomongin sejarah lah, sejarah pemenangnya yang membuat, untuk orang timor leste kita penjajah, karena mereka merasa menang, kan merdeka. Untuk kita Indonesia kita tidak pernah merasa menjajah karena dulu mereka bagian dari kita. <br>Dan untuk LGBTQ urusan merekanlah mendukung, saya cuma bersyukur mereka lepas dari negara NKRI kalau melihat video ini, Alhamdulillah banget.<br>Kita cukup lihat aja apa yang akan terjadi, apakah akan kayak kaum sodom?	
Komentar-komentar di video ini membuktikan Indonesia lebih homofobik dan terbelakang daripada Rusia dan Polandia 🤮🤮🤮.	
Bravo pecinta &quot;knalpot&quot; 🙈	
Ada untungnya jg pisah dari Timor Leste, jd  aib klo LGBT di sahkan di indo	
Kenapa opening nya kyak gitu..	
<a href="https://www.youtube.com/watch?v=SBOlupt1NYs&amp;t=5m18s">5:18</a> menghina Tuhan nih bangsat ini, harusnya pas perang dimusnahkan saja semua nya. Percuma katolik kalau perbuatan tidak mencerminkan. Saya malu karna kalian	
Tolong dong min,minta ig reporternya:)	
lgbt itu penyakit, yg jadi mslh meraka gak mengakui kalo itu penyakit<br><br>orang yg masih lurus fitrahnya/hati nuraninya pasti akan menolak lgbt<br><br>coba sebutkan lgbt mn yg mendptkan restu orang tuanya???<br>padahal orang tua ada simbol kasih sayang di dunia ini<br><br>&quot;PENYAKIT ITU DIOBATI BUKAN DI BIARKAN&quot;	
Wkwkwkwk....timor leste streees; akhirnya memilih menjadi bencong.aiyaaaai	
Indonesia otaknya azab mulu,gila dehh..makanya Indonesia selalu ada bencana alam,karna diotak manusianya azab mulu!Tuhan gak menyuruh kita untuk memikirkan itu,masalah azab,Tuhan lah yg mengurusnya,Jangan kita manusia sok sok memberikan azab kepada sesama kita manusia!Tuhan gak suka.	
Logika nya begini. Negara barat meminta kita untuk menghormati negara mereka yang mengakui LGBT. So sebaliknya, ketika ada negara termasuk Indonesia yang tidak mengijinkan LGBT, maka negara lain juga harus menghormatinya. Vice jangan mengadu domba dong yah, jadi lah channel yang tidak tendensius untuk hal yang sentimentil.	
Anjir lucinta lunaknya Timor Leste.....	
<a href="https://www.youtube.com/watch?v=SBOlupt1NYs&amp;t=5m05s">5:05</a> Argument aktivis LBGT tentang alkitab dan Tuhan yang salah...begitulah kalo layangan di kasih nyawa	
Hahaha... Ini produk trending Timor leste. Lgbt.	
Saya lebih senang mereka misa dari Indonnesia. Karna mereka lebih bebas tak tertekan oleh mayoritas dalam negeri. Salut TIMOR LESTE . BROVO 👍👍	
Tak ada satupun agama yang setuju LGBT....<br>Bahkan binatang pun tidak ada yang menyukai sesama jenis....	
Timor leste.klwat cerdas  &amp; mlpskn diri dr indonesia.apa jadix skrg maju apa mndur ?	
Ayo terus dukung LGBTQ..<br>Ini sebenarnya solusi yang lebih baik daripada program dua anak lebih baik BKkBn.<br><br><br><br>Jika setidaknya 20% penduduk indonesia menjadi LGBTQ pasti laju pertumbuhan penduduk bisa di tekan.<br>Ayo dukung ide saya ini..<br>Wkwkwk..	
Saya pikir timles 16 th merdeka mereka maju...<br>Eh bencong bermunculan....🤔🤔🤔 <br>Kacau	
Salfok saat denger mereka bilang dijajah oleh Indonesia. <br>Tapi bahasa Indonesia mereka bagus ya.	
Apa yg ada dalam pikiran mereka,,se tipis tipis ny iman,,ga akan setuju ada ny lgbt	
Allah telah menciptakan ADAM &amp; HAWA ,bukan ADAM &amp; BAMBANG gaeesss ..	
mengerikan,,tuhan dia bilang sedang mabuk waktu ciptakan dia,,,,baguslah timor leste pisah dari indonesia	
Asli ngeliat wajah2 mreka..kok aku sbg org awam ngeliat x kyak maaf..pnyakitan	
Tuhan itu maha pemurah, jadi ngapain merubah sesuatu yg telah ditakdirkan	
sukur dah udh gak sama2 Indonesia lagi, sekalian yg lgbt Indonesia kalian angkut ke sana semuah ambilin saja	
Penyakit itu disembuhkan, bukan dikembang biakan!!	
Terimakasih timor leste sudah keluar dari Indonesia, thanks a lot God😇	
Apakah Timor leste di jajah oleh Indonesia selama 24 tahun?	
24th kita dijajah indonesia.<br>What??? 😂😂😂	
Kalau di Aceh orang Lgbtq langsung di cambuk, di razam/potong kelamin. Mampus 😂	
Serius tanya.. lucinta luna dan abbas itu gmna ya???	
thanks you vice indonesia 💛 terimakasih sekali	
banyak banget komen yg bahas2 anti-lgbt dengan alasan agama, padahal kalau kalian benar2 paham agama, menghakimi orang lain juga dosa, menghakimi orang lain juga penyakit yang harus diberantas 🙂	
Semoga teman-teman LGBTQ di Indonesia juga punya kesempatan yang sama untuk mengekpresikan diri dan mensuarakan hak-hak nya. Terlebih semoga edukasi terkait LGBT makin banyak dilakukan dan dibahas. Diskusi publik, teks akademik, studi literasi semoga makin banyak dilakukan. Agar orang-orang di negara ini setidaknya dapat paham bahwa mereka punya hak yang sama, mereka bukan penyakit, mereka tidak menular. Karena bukan karena normal diklaim sebagai identitas umum, mereka yang memilih tidak seragam tidak berhak untuk diperlakukan selayaknya manusia yang punya hak untuk diterima, diperlakukan dengan baik, tidak didiskriminasi, mempunyai perlindungan hukum dan yang terpenting punya ruang dan ekosistem yang sehat bagi perkembangan fisik dan psikologis.	
kembali ke ajaran agama yuk,kalo komunitas LGBTQ bisa lebih mengenal al-qur&#39;an atau al-kitab setiap detailnya.mungkin akan paham alasan orang menolak atau tidak setuju adanya LGBTQ...<br>mungkin lebih menunjukkan kebenaran ketuhanan daripada kita mengolok2 atau menjudge....saya pribadi tidak membenci kaum tersebut tapi lebih setuju merangkul dan menunjukkan jalan yang benar menurut agama...klo komunitas ndak di sangkutin agama,,mungkin nanti ajaran satanic bisa dianggap benar di masa depannya.<br><br><br>pencipta diatas segalanya.	
kalo tidak terima lgbt ya sudah<br>tapi kita masih memiliki <b>RESPECT</b> kan?	
Indonesia bnyk mahkluk sucinya,,, bnyk yg bnci lgbt dgn bawa2 agama.. hallooo mengapa loe nonton chanel ini???	
Cocok aja klu ditimor leste klu di indonesia ya jijklah 🤮🤮🤮🤮	
Untung bray udah lepas dri indonesia, gpp serah lu aja	
Lagi pula manusia pertama itu cowok dan cewek bukan cowok dan cowok :v	
Penyuka lubang tai, muka dan gayanya kayak tai semua.. mencret mencret.. alam akan bertindak adil sebagaimana sejarah terulang kembali..kualat sama Indonesia yang sdh banyak menolong, malah kalian fitnah.	
gw dukung LGBT di Timor Leste biar mereka punah gak ada keturunan	
Ini sangat tidak benar, Apakah ada Agama yang memperbolehkan LGBT..? <br>Mungkin para pelaku LGBT tersebut tidak bertuhan..?	
Ini yang namanya udah tau salah malah maksa buat dibenarkan, udah tau menyimpan ya diluruskan bukan diakui tapi, juga tidak disakiti cukup obati saja.. karena setiap penyakit pasti ada obatnya	
dan yg aneh tampang sangar-sangar tapi lekong🤣🤣🤣	
semoga ditenggelamkan seperti negara sodom jamannya nabi LUTH	
Paling suka liat content seperti ini, terbuka, humble, rspect, vice memang keren skali<br>Semoga all crew VICE diberikan kesehatan dan selalu memberikan video inspiratif. Thanks Vice	
semoga Allah memusnahkan semua yg ada di timor leste.<br>binatang&quot; itu wajib di musnahkan dengan hina	
Astaghfirullah semoga mereka sadar akan kodrat hakiki yg mereka miliki	
pintaran binatang mereka tau mana jantan mana betina	
KAMPREEEETTTT timur leste TEMPAT PARA KAMPREEEEETTTT!!!SANGAT BERSYUKUR timur leste BUKAN BAGIAN NKRI!!!!!	
Alhamdulilah barokallah saya sangat bersyukur timor leste tak nenjadi bagian indonesia..<br>Sukuri pemberian Allah apapun adanya dirimu, dan jgn pernah melampaui batas dgn apa yg sdh di takdirkan untukmu...	
Jangan peduli kata org luar, tetaplah Indonesia yg mempertahankan nilai budaya dan agama... <a href="http://www.youtube.com/results?search_query=%23akubanggaindonesia">#akubanggaindonesia</a>	
Sedih... lihat mereka berdoa sama Tuhan minta berkat soal kebebasan LGBT. <br>Adapula suster (dalam Katolik) yang ikut berpastisipasi mendukung. Apakah mereka itu Katolik sesat? astafirulloh...<br>Tuhan jelas2 mengatakan menciptakan Adam dan Hawa. Tidak ada Adam dan Bambang untuk beradu pedang.<br>Hentikan! Agar murka Tuhan tidak turun ke tanahmu!	
Secara pribadi, saya berpikiran. LGBT sama dengan penyakit jiwa	
Padahal jika mereka mau belajar alkitab, bahwa Tuhan tidak pernah menciptakan LGBT, melainkan laki-laki dan perempuan...<br>Lalu LGBT ciptaan siapa...? Hanya ada Iblis diantara manusia dan Tuhan..<br><br>Tuhan memang mengasihi semua orang, tapi menolak perilaku menyimpang..	
Entah apa yang ada di pikiran mereka. Seolah&quot; religius, tetapi sangat bertentangan dengan agamanya. Bagaimana bisa mereka menyebut nama tuhan dll, untuk memulai dan mengawali suatu kegiatan yg secara jelas dan mutlak di larang oleh semua agama, lalu<br>Apa bedanya dengan berdoa sebelum membunuh seseorang yang tidak berdosa, ? <br>apa bedanya membaca bismillah dan doa makan sebelum makan semur babi dengan tuak sebagai minumannya, ?<br>Itu semua sudah sangat jauh untuk di terka dengan logika. Jika memang ada sebagian orang yg menentang keras lgbt, itu adlah hal yang sebenrnya sangat wajar , karena tidak ada satupun agama yang memperbolehkan hal tersebut, bahkan dalam hukum islam, dosa dan hukuman pelaku lgbt lebih besar dari membunuh sesama manusia. Jika ada gerakan dari berbagai kalangan, menuntut untuk menghargai kaum lgbt, bagaimana orang&quot; yg menentang perilaku tersebut, karena mereka mencoba mengikuti benar&quot; ajaran agamanya , bukankah mereka lah yg seharusnya lebih di hargai drpd kaum lgbt, karena tidak ada nilai yg lebih tinggi daripada nilai yang diajarkan oleh agama . Seharusnya pemerintah harus melakukan riset untuk mengobati perilaku penyimpangan ini, <br>karena banyak kasus, gay pun masih tetap gay walaupun dia sudah mempunyai istri,<br>Dan banyak juga lgbt masih suka sholat 5 waktu, puasa  dan ibadah ke gerja, tapi mereka tetap melakukan hubungan sesama jenis. Hewan aja berkembang biak dengan lain jenis ( walaupun ada yg tak perlu pasangan ). &quot; karena kita lahir bukan dari hubungan antara 2 wanita dan juga bukan dari 2 laki laki yang saling mencintai &quot; 😂😂😭	
Hai semua. Semoga kita slalu berakal yang jernih. Pemikiran yang sehat,serta hidup yang baik. Hatihati dengan hati. Dunia sangat fana,jangan sampai salah jalan. Untuk bekal di akhirat usahakan yang benar. Kalau salah sedikit perbaiki. Kalau banyak buruan tobat. Semoga yang LGBT dibukakan hatinya agar sadar bahwa itu sangat dilarang Tuhan. Amin😊	
Semoga diberikan hidayah dan kesadaran,,,,,untuk LGBT,,,,,Aamiin	
Inilah lucunya <b>INDOGNESIA.</b> Yang bermasalah negara orang lain, yang heboh orang <b>INDOGNESIA</b> 😂🤣	
Vice Indonesia chanelnya aneh2..<br>Agama iblis lah<br>LGBT<br>Makan anjing..<br>Gua gk mendukung kekerasan terhadap LGBT tapi gua gk mendukung LGBT..<br>Unsubribe vice Indonesia	
Nih gua kasi tau nih ya<br><br>Manusia itu kan makhluk hidup. Nah di buku biologi dibilang salah satu ciri dari makhluk hidup itu adalah berkembang biak. Berkembang biak = proses makhluk hidup dalam memperbarui keturunannya untuk mempertahankan atau memelihara spesiesnya.<br>Gmn caranya memperbanyak keturunan? Ya caranya dengan bersetubuh alias ngewe. Cowok sm cowok memang bisa ngewe, cewek sm cewek juga bisa ngewe. TETAPI, apakah bisa MENGHASILKAN KETURUNAN?<br><br>Wkwkwkwk, MIKIR BOS<br><br>LGBTQ GOBLOK	
Kambing saja tidak mau kawin sesama jenis, kalian lebih hina dari binatang klo mendukung LGBT	
Salah satu kejelekan LGBT adalah mereka mencari KORBAN baru yaitu Anak2ABG menjadi BUDAK seks nya	
Udah negara miskin<br>Mau melegalkan LGBT :v	
DITUNGGU sekalian NEXT EPISODE mungkin ada &quot;INCEST PRIDE PARADE&quot;?Kacau😂😃	
Tapi anehnya banyak laki&quot; yang jadi cewe tetep aja gua jomblo bangsat	
Semoga bahasa Indonesia tetap terus Eksis di Timor Leste 🙏🏻	
Lgbt jangan bawa bawa agama kristen .. goblok !!!	
Bukannya saya benci LGBT tapi kan ini melawan kodhrat tuhan tapi ya sudahlah mereka yang menanggung semuanya bukan kita para kamu nonLGBT	
Jadi LGBT koq bangga ??<br><br>Ingatlah sejarah kaum nabi luth dan tunggulah adabz LGBT (Longsor Gempa Banjir dan Tsunami) yang akan kamu terima,,<br><br>Kaum pecinta LGBT (Lubang Gas Berlumuran Tai)	
Reporternya mirip kapten Marvel<br><br>Yang setuju like	
Kesimpulan video ini adalah masyarakat Timor leste merasa 24 tahun di jajah Indonesia.	
Saya Joshua dari Indonesia. Lahir dari orang tua dan keluarga yang berbeda agama. Sedari kecil saya sudah diajarkan betapa indahnya toleransi, saling menghargai menyayangi dan menghormati antar agama di keluarga dan lingkungan saya. Dan saya adalah seorang Gay. Saya merasa menyukai sesama lelaki sejak saya masih kecil sekali, bahkan sebelum saya sekolah. Semakin dewasa perasaan ini menjadi semakin nampak dengan sendirinya, secara natural. Saya sudah mencoba untuk mencintai perempuan, tetapi saya tidak bisa, dan saya juga tidak sepatutnya membohingi diri saya sendiri dan si perempuan tersebut. Sehingga pada suatu hati saat saya dipanggil Allah SWT untuk beribadah umroh di tanah suci, di depan ka’bah saya berdoa, saya menangis, saya pasrahkan diri &amp; hidup saya sepenuhnya kpd Allah sang pencipta. Saya berdoa, YaAllah saya tidak pernah meminta terlahir seperti ini, saya tidak ingin tumbuh menjadi seseorang yang seperti ini, tetapi yaAllah  jika memang jalan saya seperti ini, saya ikhlas, dan selalu lindungi saya dimanapun dan kapanpun saya berada, dan selalu tunjukkan orang-orang yang baik untuk saya. Dan alhamdulillah sampai sekarang ini saya menjalani kehidupan normal sebagai seorang gay. Saya bekerja, saya mencari uang untuk membahagiakan orang tua saya, saya punya sahabat2 yg selalu mendukung saya, saya ingin selalu berbuat baik kpd semua orang, saya selalu melaksanakan kewajiban saya sebagai seorang muslim, dan semuanya baik-baik saja.. LGBTQ bukanlah suatu penyakit, dan tidak semua LGBTQ berperilaku buruk.. Mereka hanya ingin jujur kepada apa yg mereka rasakan, sekali lagi menjadi seorang gay bukanlah yg diinginkan, tetapi diri ini tetaplah milik Allah yg maha memiliki dan membolak balikkan hati &amp; perasaan.. <br><br>Untuk teman-teman LGBTQ dimanapun kalian berada. Selalu lah berbuat baik, jangan pernah ada kebencian bahkan menebarkannya. Walalupun kita berbeda, setidaknya kita tidak memiliki PENYAKIT HATI yang sedang menyerang banyak orang, bahkan yg terlihat beragama &amp; berpenampilan suci pun satu persatu terserang.. Hiduplah berdampingan penuh cinta dan saling berpegangan tangan, INDONESIAKU! Kita adalah satu ❤️	
Wkwkwk dijajah dong, Guru sma saya asal Timor Leste, dulu dia pernah bercerita sejarah Timor Leste!! Guru saya bilang kalau orang Timor Leste itu tak tau diri 😁	
Saya tidak mendukung sama sekali LGBT tapi saya jg tdk suka kalo LGBT mengalami kekerasan...	
Amazing,masyarakat timles ternyata lebih open minded,siapa yang mau dikahirkan menjadi lgbt,saya rasa tidak akan ada yang mau	
Indonesia menolak lgbt !!!	
Pernah kah berfikir mengapa Tuhan sampai menghancurkan kaum Sodom, Gomora, kaum Nabi Luth. <br>Lalu Jika Tuhan dulu menciptakann Adam dan Anton tentu tidak ada kita sekarang. <br>Menghargai dan menyayangi mereka bukan dengan membiarkan mereka tapi membantu mereka kembali ke JalanNya bukan terjebak dalam Nafsunya.	
Tuhan menciptakan Adam &amp; hawa, bukan Adam &amp; Sugiono....	
Dengan kondisi negara Dan ekonomi yang belum stabil, Timor leste termasuk berani mengakomodir LGBT	
Tuhan menciptakan wajah wanita cantik anggun,dan wakah lelaki ganteng dan perkasa,mau di bolak balik jelas g akan sesuai,ini bukan kesalahan tuhan dalam menciptakan umat,tuham tidak salah dan tidak akan pernah salah,ini PENYAKIT	
Gua gak rugi, Timor leste keluar dari Indonesia 😂	
Selagi mereka ga ngeganggu, ga ngajak ikut² an jd LGBT yaudah biarin aja, hidup² mereka. Mereka juga punya hak untuk hidup bahagia tanpa ada yg ngusik. Kita mah hanya bisa menghargai aja. Mau suka gak suka yaudah. Biarkan mereka hidup dengan jalan mereka dan keputusan sendiri. 💜💜💜	
Di pulau timor, flores, papua,.. Menurutku toleransinya tinggi itu yg aku rasakan dibandingkan dengan dijawa.. Cuma pendapatku sbg jawa perantauan..	
UNTUNG GUE UDAH MURTAD, JADI BISA BELA LGBT.	
Ngeri, semoga dikembalikan ke jalan yang seharusnya lagi	
Hidih penyuka lubang *ek	
Sembuhlah, kembalilah, dan jgn gunakan Tuhan sebagai bahan candaan, tapi reporternya cantikk kaleee 😍	
Sodom dan Gomora dimulai. Ngeri..	
Gw gak benci mereka, tapi gw gak suka hal itu dipromosikan.	
Wahai netizen Indonesia yg non lgbt, kalian suci, kami (lgbt) penuh dosa. Silahkan klaim surga kalian. Bagi kami, surga adalah tempat dimana kami bisa jadi diri kami sendiri.	
KARNA DI INDONESIA BANYAK YANG MABUK AGAMA! BANGASAT!	
Hanya karna hal itu sudah mulai legal di negara lain bukan berarti semua negara harus melegalkan juga. Kadang lucu gitu orang orang kita ngatain negeri ini gak open minded terhadap lgbtq, gini ajadeh kalau mau legal ya monggo pindah kewarganegaraan ke negara yg udah legal. Porsi tiap negara plus masyarakatnya itu berbeda satu dengan yang lain, masa iya harus legal semua.	
Dunia bisa kiamat kalau begini	
LGBTQ dianggap hal biasa dan di legalkan terjadi Ketika manusia yang mempunyai akal lebih rendah daripada bintang	
Gua salah satu bagian dari LGBT, <br>Tapi walau gua LGBT, gua sama sekali ga setuju kalo LGBT di Legalkan. <br><br>Gua juga bingung, kenapa gua jadi bagian dari LGBT. Tapi perasaan gua itu muncul sendiri, niatan jadi normal itu selalu ada, tapi ga bisa, susah banget buat ga suka sama cowo.<br>Asal kalian tau, rata2 kaum LGBT itu sering ngalamin yang namanya depresi / stress. Gua ngalamin sendiri.	
Jangankan pelegalan lgbt, sex education aja diindonesia masih tabu.<br><br>edit: please stop, kok jadi kemana mana sih bahasnya, malah jadi bahas agama ama suku, come on, lgbtq+ ga dialamin cuman sama agama tertentu, suku tertentu, ras tertentu, negara tertentu dll. its about humanity, bingung jadinya. terus jangan berantem cuman karna beda pandangan, peda pendapat dll. its oke kalo kamu mau menyampaikan pendapatmu, tapi jangan mencap bahwa pendapat orang lain itu salah dan hanya kamu yg benar, plis lah semua org juga nganggep pendapat dia lebih benar, jadi stop nyalahin org cuman karna pendapat dia beda. ah elah jadi kemana mana.<br><br>edit : disini kenapa sih lgbtq+ itu berhubungan sama sex edu? gini loh lgbtq+ itu disebut &quot;penyimpangan&quot; orientasi, meskipun sebenarnya dibeberapa negara hal ini udah biasa, Kita itu indonesia,negara yang memiliki satu pilar yg sama, kita bukan negara bebas, maka dari itu hal tersebut dikatakan penyimpangan. lesbi, gay, bi, transgender itu semua tentang sex orientasi. so lgbt tentu berhubungan sama sex edu, tapi di kita sex edu itu masih lumayan tabu dan ga semua orang tua mau untuk mengajarkan anaknya tentang hal itu. maka dari itu, kita sebagai penerus bangsa, harusnya mengerti, tidak dilegalkan saja sudah banyak, apalagi dilegalkan. saya tau lgbt itu memiliki banyak faktor, bisa dari lingkungan, bahkan diri dia sendiri.	
